Tester,GBS,Hybrid_pheno_name
B47,PI601501:250031271,PHW65xB47
B47,PI601502:250033565,W8304xB47
B47,PI601558:250034836,11430xB47
B47,PI601560:250033611,2MA22xB47
B47,PI601561:250031396,6M502xB47
B47,PI601562:250034800,78551SxB47
B47,PI601566:250031261,MBSTxB47
B47,PI601567:250031452,PHH93xB47
B47,PI601568:250031201,PHM49xB47
B47,PI601570:250032468,PHP02xB47
B47,PI601574:250035000,PHT60xB47
B47,PI601576:250031247,PHW79xB47
B47,PI601612:250031380,S8326xB47
B47,PI601685:250031428,WIL901xB47
B47,PI601686:250031450,WIL903xB47
B47,PI601689:250034708,WIL500xB47
B47,PI601724:250034748,E8501xB47
B47,PI601725:250033600,J8606xB47
B47,PI601726:250035191,L127xB47
B47,PI601727:250035259,L135xB47
B47,PI601728:250035055,L139xB47
B47,PI601729:250033706,W8555xB47
B47,PI601774:250033402,PHJ33xB47
B47,PI601777:250031875,PHK35xB47
B47,PI601782:250033466,PHN73xB47
B47,PI601783:250031695,PHN82xB47
B47,PI601788:250031142,PHT22xB47
B47,PI601791:250034985,PHW20xB47
B47,PI601792:250035083,PHW43xB47
B47,PI604605:250032404,N522xB47
B47,PI606330:250035081,DE2xB47
B47,PI606768:250035084,SD40xB47
B47,PI606769:250040776,SD41xB47
B47,PI607383:250031320,B113xB47
B47,PI607384:250031128,B114xB47
B47,PI607523:250032539,A663xB47
B47,PI607527:250032264,ND300xB47
B47,PI608764:250034944,B55xB47
B47,PI608768:250034848,B87xB47
B47,PI608777:250031255,B85xB47
B47,PI608778:250031031,B86xB47
B47,PI610494:250033842,NY6371xB47
B47,PI632746:250031010,B116xB47
B47,PI633727:250031768,Tx202xB47
B47,PI633840:250032201,Tx714xB47
B47,PI634206:250034710,Mo48xB47
B47,PI634207:250031551,Mo49xB47
B47,PI634211:250033738,B117xB47
B47,PI634214:250033824,B120xB47
B47,PI638551:250031150,DE3xB47
B47,PI638552:250031002,DE4xB47
B47,PI638553:250034984,DE5xB47
B47,PI639939:250040772,TZSTRI115xB47
B47,PI641226:250032967,Hi44xB47
B47,PI641242:250031404,Hi60xB47
B47,PI641254:250032068,TZEEI4xB47
B47,PI644100:250031905,Florida32xB47
B47,PI648430:250031683,58801InbredMo17xB47
B47,PI648432:250034694,58803Mo17(Meth)BcS3xB47
B47,Ames15929:250033855,H49xB47
B47,MR20_(Shoe_Peg):250032961,MR20(ShoePeg)xB47
B47,NSL8585:250034723,P39xB47
B47,Ames24712:250041424,Ms71xB47
B47,NSL30058:250033846,W64AxB47
B47,NSL30059:250033570,W153RxB47
B47,PI587151:250031935,Va102xB47
B47,,LPOh43RP1TDxB47
B47,,MR18(Reventador)S6xB47
PHZ51,33-16:250047984,33-16xPHZ51
PHZ51,38-11:250040073,38-11xPHZ51
PHZ51,4226:250040088,4226xPHZ51
PHZ51,A239:250047930,A239xPHZ51
PHZ51,A554:250047963,A554xPHZ51
PHZ51,A619:250047940,A619xPHZ51
PHZ51,A632:250047950,A632xPHZ51
PHZ51,A634:250040129,A634xPHZ51
PHZ51,A635:250040198,A635xPHZ51
PHZ51,A641:250040046,A641xPHZ51
PHZ51,A659:250039829,A659xPHZ51
PHZ51,A679:250040001,A679xPHZ51
PHZ51,A680:250047931,A680xPHZ51
PHZ51,A682:250047957,A682xPHZ51
PHZ51,Ab28A:250040159,Ab28AxPHZ51
PHZ51,B103:250040806,B103xPHZ51
PHZ51,B104:250047938,B104xPHZ51
PHZ51,B105:250040023,B105xPHZ51
PHZ51,B109:250039749,B109xPHZ51
PHZ51,B115:250040029,B115xPHZ51
PHZ51,B14A:250040044,B14AxPHZ51
PHZ51,B37:250040081,B37xPHZ51
PHZ51,B46:250040209,B46xPHZ51
PHZ51,B57:250040068,B57xPHZ51
PHZ51,B68:250040182,B68xPHZ51
PHZ51,B73:250040827,B73xPHZ51
PHZ51,B75:250040146,B75xPHZ51
PHZ51,B76:250047994,B76xPHZ51
PHZ51,B77:250047998,B77xPHZ51
PHZ51,B79:250040167,B79xPHZ51
PHZ51,B97:250040809,B97xPHZ51
PHZ51,CML247:250040838,CML247xPHZ51
PHZ51,CML277:250040807,CML277xPHZ51
PHZ51,CML52:250040810,CML52xPHZ51
PHZ51,DE811:250040133,DE811xPHZ51
PHZ51,EA2000:250001436,EA2000xPHZ51
PHZ51,EA2024:250001473,EA2024xPHZ51
PHZ51,EA2841:250001456,EA2841xPHZ51
PHZ51,EP10:250001483,EP10xPHZ51
PHZ51,EP2008-03:250001485,EP2008-03xPHZ51
PHZ51,EP2008-04:250001455,EP2008-04xPHZ51
PHZ51,EP2008-05:250001510,EP2008-05xPHZ51
PHZ51,EP31:250001512,EP31xPHZ51
PHZ51,EP32:250001429,EP32xPHZ51
PHZ51,EP37:250001437,EP37xPHZ51
PHZ51,EP39:250040841,EP39xPHZ51
PHZ51,EP42:250040839,EP42xPHZ51
PHZ51,EP44:250001513,EP44xPHZ51
PHZ51,EP46:250001438,EP46xPHZ51
PHZ51,EP52:250001452,EP52xPHZ51
PHZ51,EP65:250001490,EP65xPHZ51
PHZ51,EP71:250001439,EP71xPHZ51
PHZ51,EP72:250001520,EP72xPHZ51
PHZ51,EP73:250001447,EP73xPHZ51
PHZ51,EP76:250001453,EP76xPHZ51
PHZ51,H105W:250040018,H105WxPHZ51
PHZ51,H84:250040171,H84xPHZ51
PHZ51,H99:250040040,H99xPHZ51
PHZ51,I205:250040145,I205xPHZ51
PHZ51,M14:250047977,M14xPHZ51
PHZ51,Mo17:250040833,Mo17xPHZ51
PHZ51,Mo18W:250040814,Mo18WxPHZ51
PHZ51,Mo45:250040213,Mo45xPHZ51
PHZ51,Mo46:250040028,Mo46xPHZ51
PHZ51,Mo47:250040136,Mo47xPHZ51
PHZ51,Mp339:250040217,Mp339xPHZ51
PHZ51,N192:250040210,N192xPHZ51
PHZ51,N7A:250040820,N7AxPHZ51
PHZ51,NC250:250047923,NC250xPHZ51
PHZ51,NC262:250047948,NC262xPHZ51
PHZ51,NC264:250040075,NC264xPHZ51
PHZ51,Oh603:250047972,Oh603xPHZ51
PHZ51,Ames12815:250031896,89S4098xPHZ51
PHZ51,Ames12818:250033615,89S4117xPHZ51
PHZ51,Ames12820:250033583,89S4127xPHZ51
PHZ51,Ames12824:250031960,89S4190xPHZ51
PHZ51,Ames19000:250031259,VaW6xPHZ51
PHZ51,Ames19014:250033702,Va52xPHZ51
PHZ51,Ames19016:250031305,Va59xPHZ51
PHZ51,Ames19019:250033836,Va91xPHZ51
PHZ51,Ames19283:250031118,B37TRfxPHZ51
PHZ51,Ames19284:250032795,C103xPHZ51
PHZ51,Ames19288:250041724,Oh43xPHZ51
PHZ51,Ames19293:250031532,Wf9xPHZ51
PHZ51,Ames19313:250033580,C123xPHZ51
PHZ51,Ames19318:250031436,H107xPHZ51
PHZ51,Ames19319:250033727,H95xPHZ51
PHZ51,Ames19323:250032910,Oh7BxPHZ51
PHZ51,Ames19326:250033412,R168xPHZ51
PHZ51,Ames19327:250033180,Tx303xPHZ51
PHZ51,Ames19328:250031547,Va22xPHZ51
PHZ51,Ames22750:250040788,H112xPHZ51
PHZ51,Ames22751:250033739,H114xPHZ51
PHZ51,Ames22753:250031531,H123xPHZ51
PHZ51,Ames22754:250031565,K55xPHZ51
PHZ51,Ames22756:250031925,Os426xPHZ51
PHZ51,Ames22757:250033587,Pa405xPHZ51
PHZ51,Ames2332:250031367,Bei10=North10xPHZ51
PHZ51,Ames23407:250032472,A257xPHZ51
PHZ51,Ames2341:250031415,S330xPHZ51
PHZ51,Ames23410:250034878,A265xPHZ51
PHZ51,Ames23419:250034814,A310xPHZ51
PHZ51,Ames23422:250032410,A322xPHZ51
PHZ51,Ames23426:250032399,A357xPHZ51
PHZ51,Ames23427:250034842,A374xPHZ51
PHZ51,Ames23428:250034823,A375xPHZ51
PHZ51,Ames23465:250033080,A629xPHZ51
PHZ51,Ames23466:250032558,A630xPHZ51
PHZ51,Ames23467:250032581,A631xPHZ51
PHZ51,Ames23471:250032473,A633xPHZ51
PHZ51,Ames23475:250032324,A637xPHZ51
PHZ51,Ames23477:250034957,A640xPHZ51
PHZ51,Ames23485:250032419,A652xPHZ51
PHZ51,Ames23494:250034838,A670xPHZ51
PHZ51,Ames23504:250034844,A681xPHZ51
PHZ51,Ames24730:250033197,MS132xPHZ51
PHZ51,Ames24736:250034855,MS199xPHZ51
PHZ51,Ames24743:250032553,MS214xPHZ51
PHZ51,Ames24751:250032432,MS226xPHZ51
PHZ51,Ames24989:250033695,Va99xPHZ51
PHZ51,Ames2523:250032199,38-11RPARENTHB19INBxPHZ51
PHZ51,Ames25372:250034986,Pa91HT1xPHZ51
PHZ51,Ames25374:250031254,Pa91HT3xPHZ51
PHZ51,Ames26021:250034725,P8xPHZ51
PHZ51,Ames26022:250033814,TrxPHZ51
PHZ51,Ames26120:250034828,CI20xPHZ51
PHZ51,Ames26138:250032805,CI187-2xPHZ51
PHZ51,Ames26742:250033733,WX33-16xPHZ51
PHZ51,Ames26743:250033792,WX38-11xPHZ51
PHZ51,Ames26744:250031397,WXB14xPHZ51
PHZ51,Ames26756:250031933,WXOs420xPHZ51
PHZ51,Ames26758:250040763,WXWF9xPHZ51
PHZ51,Ames26769:250031772,B2xPHZ51
PHZ51,Ames26785:250033820,H45xPHZ51
PHZ51,Ames26786:250031382,H46xPHZ51
PHZ51,Ames26794:250034719,H73xPHZ51
PHZ51,Ames26797:250031511,H96xPHZ51
PHZ51,Ames26798:250031326,H98xPHZ51
PHZ51,Ames26803:250033724,H113xPHZ51
PHZ51,Ames26804:250031495,H121xPHZ51
PHZ51,Ames26808:250040784,Ill.HyxPHZ51
PHZ51,Ames27033:250034614,CM151xPHZ51
PHZ51,Ames27051:250032283,CO256xPHZ51
PHZ51,Ames27052:250035197,CO257xPHZ51
PHZ51,Ames27053:250032316,CO258xPHZ51
PHZ51,Ames27057:250040778,CSJ3xPHZ51
PHZ51,Ames27065:250031573,B73HtrhmxPHZ51
PHZ51,Ames27066:250032840,B164xPHZ51
PHZ51,Ames27068:250034794,CH9xPHZ51
PHZ51,Ames27069:250032425,CH701-30xPHZ51
PHZ51,Ames27079:250033309,CML91xPHZ51
PHZ51,Ames27081:250033463,CML103xPHZ51
PHZ51,Ames27082:250032044,CML108xPHZ51
PHZ51,Ames27083:250032026,CML154QxPHZ51
PHZ51,Ames27084:250033338,CML157QxPHZ51
PHZ51,Ames27088:250033320,CML228xPHZ51
PHZ51,Ames27089:250033352,CML238xPHZ51
PHZ51,Ames27096:250033461,CML322xPHZ51
PHZ51,Ames27097:250033321,CML323xPHZ51
PHZ51,Ames27101:250033296,CML333xPHZ51
PHZ51,Ames27112:250033030,F2834TxPHZ51
PHZ51,Ames27113:250031645,GT112xPHZ51
PHZ51,Ames27118:250033353,Il14HxPHZ51
PHZ51,Ames27120:250031769,Il677axPHZ51
PHZ51,Ames27123:250031879,Ki3xPHZ51
PHZ51,Ames27124:250031713,Ki11xPHZ51
PHZ51,Ames27133:250032830,M37WxPHZ51
PHZ51,Ames27134:250032793,M162WxPHZ51
PHZ51,Ames27137:250033666,N6xPHZ51
PHZ51,Ames27138:250031505,N28HtxPHZ51
PHZ51,Ames27141:250031331,NC290AxPHZ51
PHZ51,Ames27142:250033784,NC292xPHZ51
PHZ51,Ames27150:250031126,NC308xPHZ51
PHZ51,Ames27151:250034968,NC310xPHZ51
PHZ51,Ames27160:250031274,NC328xPHZ51
PHZ51,Ames27161:250033663,NC330xPHZ51
PHZ51,Ames27167:250031282,NC342xPHZ51
PHZ51,Ames27171:250032851,NC350xPHZ51
PHZ51,Ames27175:250033218,NC358xPHZ51
PHZ51,Ames27177:250031041,NC362xPHZ51
PHZ51,Ames27178:250042566,NC364xPHZ51
PHZ51,Ames27182:250031570,NC372xPHZ51
PHZ51,Ames27183:250033548,Oh43ExPHZ51
PHZ51,Ames27184:250031512,Pa762xPHZ51
PHZ51,Ames27185:250031571,Pa875xPHZ51
PHZ51,Ames27193:250031520,Va85xPHZ51
PHZ51,Ames27196:250031938,Yu796_NSxPHZ51
PHZ51,Ames27450:250032292,LH143(Maintainer)xPHZ51
PHZ51,Ames28184:250033308,CML69xPHZ51
PHZ51,Ames28186:250035062,P39Goodman-BucklerxPHZ51
PHZ51,Ames28360:250031256,Mo401xPHZ51
PHZ51,Ames28361:250031072,Mo402xPHZ51
PHZ51,Ames28365:250034588,CI91BGoodman-BucklerxPHZ51
PHZ51,Ames28417:250031131,NC270xPHZ51
PHZ51,Ames28418:250031193,NC276xPHZ51
PHZ51,Ames28419:250034961,NC278xPHZ51
PHZ51,Ames28420:250031283,NC278AxPHZ51
PHZ51,Ames28421:250030990,NC280xPHZ51
PHZ51,Ames28422:250034799,NC282xPHZ51
PHZ51,Ames28932:250031061,Mo32WxPHZ51
PHZ51,Ames28935:250031036,Mo37xPHZ51
PHZ51,Ames30522:250041720,MR01(Araguito)S6xPHZ51
PHZ51,Ames30524:250042370,MR05(Cateto)xPHZ51
PHZ51,Ames30529:250041698,MR11(CubanFlint)S6xPHZ51
PHZ51,CIze29:250031187,CI29BxPHZ51
PHZ51,CIze40:250034970,CI40AxPHZ51
PHZ51,CIze82:250035102,CI82AxPHZ51
PHZ51,NSL22635:250032981,K41xPHZ51
PHZ51,NSL243016:250033579,792xPHZ51
PHZ51,NSL28966:250033589,Oh40BxPHZ51
PHZ51,NSL30053:250031704,W22xPHZ51
PHZ51,NSL30060:250031308,W23xPHZ51
PHZ51,NSL30066:250032454,WR3xPHZ51
PHZ51,NSL30072:250033233,WR3TMSxPHZ51
PHZ51,NSL30864:250034698,HY2xPHZ51
PHZ51,NSL30865:250034744,R2xPHZ51
PHZ51,NSL30866:250040764,R004xPHZ51
PHZ51,NSL30874:250033861,R75xPHZ51
PHZ51,NSL30878:250031427,R101xPHZ51
PHZ51,NSL30883:250034677,R113xPHZ51
PHZ51,NSL30894:250031446,R177xPHZ51
PHZ51,NSL30903:250034669,90xPHZ51
PHZ51,NSL42875:250033563,A71xPHZ51
PHZ51,NSL437877:250034876,AusTRCF305801xPHZ51
PHZ51,NSL437891:250031310,AusTRCF305817xPHZ51
PHZ51,NSL437903:250031555,AusTRCF305829xPHZ51
PHZ51,NSL437905:250034600,AusTRCF305831xPHZ51
PHZ51,NSL437907:250035051,AusTRCF305833xPHZ51
PHZ51,NSL437908:250035219,AusTRCF305834xPHZ51
PHZ51,NSL437909:250031006,AusTRCF305835xPHZ51
PHZ51,NSL437910:250034992,AusTRCF305836xPHZ51
PHZ51,NSL437920:250031052,AusTRCF305846xPHZ51
PHZ51,NSL437925:250035134,AusTRCF306065xPHZ51
PHZ51,NSL437930:250031163,AusTRCF306235xPHZ51
PHZ51,NSL437931:250035094,AusTRCF306236xPHZ51
PHZ51,NSL437932:250031200,AusTRCF306237xPHZ51
PHZ51,NSL437933:250034963,AusTRCF306238xPHZ51
PHZ51,NSL437934:250035138,AusTRCF306239xPHZ51
PHZ51,NSL437935:250031077,AusTRCF306240xPHZ51
PHZ51,NSL437939:250031196,AusTRCF306244xPHZ51
PHZ51,NSL437947:250031022,AusTRCF306258xPHZ51
PHZ51,NSL437960:250034863,AusTRCF306274xPHZ51
PHZ51,NSL437962:250030995,AusTRCF306276xPHZ51
PHZ51,NSL437976:250031162,AusTRCF306290xPHZ51
PHZ51,NSL437979:250035192,AusTRCF306293xPHZ51
PHZ51,NSL437980:250031245,AusTRCF306294xPHZ51
PHZ51,NSL437983:250035065,AusTRCF306297xPHZ51
PHZ51,NSL437992:250035203,AusTRCF306306xPHZ51
PHZ51,NSL437994:250034874,AusTRCF306308xPHZ51
PHZ51,NSL437995:250034935,AusTRCF306309xPHZ51
PHZ51,NSL437996:250034948,AusTRCF306310xPHZ51
PHZ51,NSL438007:250031057,AusTRCF306321xPHZ51
PHZ51,NSL438009:250031063,AusTRCF306323xPHZ51
PHZ51,NSL438019:250034807,AusTRCF306333xPHZ51
PHZ51,NSL438022:250031166,AusTRCF306336xPHZ51
PHZ51,NSL438023:250034852,AusTRCF306337xPHZ51
PHZ51,NSL438029:250031028,AusTRCF306343xPHZ51
PHZ51,NSL438031:250031297,AusTRCF306345xPHZ51
PHZ51,NSL438033:250035105,AusTRCF306347xPHZ51
PHZ51,NSL65866:250031578,B14xPHZ51
PHZ51,NSL65874:250033613,Os420xPHZ51
PHZ51,NSL75979:250034750,SG18xPHZ51
PHZ51,NSL81595:250041537,A238xPHZ51
PHZ51,NSL81596:250034882,A258xPHZ51
PHZ51,NSL81598:250034737,A657xPHZ51
PHZ51,NSL8583:250034757,P39AxPHZ51
PHZ51,PI200191:250032395,NY476(NevehYaar)xPHZ51
PHZ51,PI200194:250033717,NY971(NevehYaar)xPHZ51
PHZ51,PI303932:250031932,NO.1068INBREDxPHZ51
PHZ51,PI303939:250032431,NO.1197INBREDxPHZ51
PHZ51,PI303940:250031280,NO.1201INBREDxPHZ51
PHZ51,PI340813:250031679,NY123(NevehYaar)xPHZ51
PHZ51,PI340847:250031060,B-16INBR.FR.SUPERGOLDxPHZ51
PHZ51,PI340850:250034819,B-17INBR.FR.SUPERGOLDxPHZ51
PHZ51,PI340853:250031924,R-17INBR.FR.SUPERGOLDxPHZ51
PHZ51,PI340855:250033790,B-18INBR.FR.SUPERGOLDxPHZ51
PHZ51,PI340856:250031438,R-18INBR.FR.SUPERGOLDxPHZ51
PHZ51,PI340857:250031370,B-22INBR.FR.SUPERGOLDxPHZ51
PHZ51,PI340858:250031671,BR-22xPHZ51
PHZ51,PI340860:250033699,B-28xPHZ51
PHZ51,PI340862:250035182,R-28xPHZ51
PHZ51,PI340866:250033843,R-53-1INBR.FR.YELPEARLxPHZ51
PHZ51,PI340868:250031277,RB-53INBR.FR.YELPEARLxPHZ51
PHZ51,PI506246:250033421,Tzi8xPHZ51
PHZ51,PI506247:250033436,Tzi9xPHZ51
PHZ51,PI506253:250032086,Tzi18xPHZ51
PHZ51,PI506255:250031967,Tzi25xPHZ51
PHZ51,PI509542:250035130,B89xPHZ51
PHZ51,PI511309:250033819,NC252xPHZ51
PHZ51,PI511310:250031269,NC254xPHZ51
PHZ51,PI511311:250034705,NC256xPHZ51
PHZ51,PI517972:250031155,Pa877xPHZ51
PHZ51,PI524969:250034724,SD44xPHZ51
PHZ51,PI531510:250033743,R226xPHZ51
PHZ51,PI537097:250033872,LH195xPHZ51
PHZ51,PI537099:250031441,LH205xPHZ51
PHZ51,PI538009:250033869,LH196xPHZ51
PHZ51,PI538011:250041563,LH220HtxPHZ51
PHZ51,PI538229:250032194,SD53xPHZ51
PHZ51,PI538236:250034837,SD60xPHZ51
PHZ51,PI538237:250032330,SD63xPHZ51
PHZ51,PI538239:250040795,SD69xPHZ51
PHZ51,PI538242:250033291,SD106xPHZ51
PHZ51,PI538244:250032469,SD108xPHZ51
PHZ51,PI539871:250040777,B93xPHZ51
PHZ51,PI539872:250035092,B94xPHZ51
PHZ51,PI539922:250031430,LH190xPHZ51
PHZ51,PI539923:250034739,LH194xPHZ51
PHZ51,PI539924:250033659,LH202xPHZ51
PHZ51,PI539926:250033572,LH192xPHZ51
PHZ51,PI539927:250031434,LH193xPHZ51
PHZ51,PI540745:250033363,Tzi11xPHZ51
PHZ51,PI540747:250032054,Tzi16xPHZ51
PHZ51,PI547088:250031445,LH208xPHZ51
PHZ51,PI550455:250035053,B67xPHZ51
PHZ51,PI550462:250031535,B59xPHZ51
PHZ51,PI550463:250031174,B65xPHZ51
PHZ51,PI550503:250035245,ND247xPHZ51
PHZ51,PI550518:250032794,T8xPHZ51
PHZ51,PI550520:250035222,T224xPHZ51
PHZ51,PI550521:250032854,T226xPHZ51
PHZ51,PI550522:250032895,T232xPHZ51
PHZ51,PI550526:250035133,H110xPHZ51
PHZ51,PI550527:250033357,H111xPHZ51
PHZ51,PI550534:250033287,Mp701xPHZ51
PHZ51,PI550546:250033196,Mp705xPHZ51
PHZ51,PI550547:250031784,Mp706xPHZ51
PHZ51,PI550565:250032293,N190xPHZ51
PHZ51,PI553055:250033661,OC2xPHZ51
PHZ51,PI553056:250031329,OC3xPHZ51
PHZ51,PI553057:250031526,OC4xPHZ51
PHZ51,PI553059:250033697,OC6xPHZ51
PHZ51,PI553062:250033868,OC9xPHZ51
PHZ51,PI553063:250031393,OC10xPHZ51
PHZ51,PI568160:250032519,N201xPHZ51
PHZ51,PI583847:250031066,H125xPHZ51
PHZ51,PI587149:250031958,Va26xPHZ51
PHZ51,PI587150:250041524,Va35xPHZ51
PHZ51,PI592734:250033722,R229xPHZ51
PHZ51,PI592741:250033859,N801wxPHZ51
PHZ51,PI593010:250040779,Hi28xPHZ51
PHZ51,PI593460:250034834,991xPHZ51
PHZ51,PI594050:250033561,N501xPHZ51
PHZ51,PI594051:250031945,N502xPHZ51
PHZ51,PI594052:250031902,N503xPHZ51
PHZ51,PI594053:250033608,N504xPHZ51
PHZ51,PI594054:250032289,N505xPHZ51
PHZ51,PI594055:250031959,N506xPHZ51
PHZ51,PI594056:250031928,N507xPHZ51
PHZ51,PI594057:250033541,N508xPHZ51
PHZ51,PI594058:250033045,N509xPHZ51
PHZ51,PI594059:250033527,N510xPHZ51
PHZ51,PI594063:250033573,N514xPHZ51
PHZ51,PI594065:250031946,N516xPHZ51
PHZ51,PI594066:250032577,N517xPHZ51
PHZ51,PI594067:250031910,N518xPHZ51
PHZ51,PI594068:250033554,N519xPHZ51
PHZ51,PI594069:250041727,N520xPHZ51
PHZ51,PI594070:250033578,N521xPHZ51
PHZ51,PI594071:250031914,N523xPHZ51
PHZ51,PI594072:250031957,N524xPHZ51
PHZ51,PI594073:250033544,N525xPHZ51
PHZ51,PI594074:250033569,N526xPHZ51
PHZ51,PI594082:250033540,N536xPHZ51
PHZ51,PI594084:250032837,N538xPHZ51
PHZ51,PI594085:250032274,N539xPHZ51
PHZ51,PI594086:250042568,N540xPHZ51
PHZ51,PI594087:250031881,N541xPHZ51
PHZ51,PI594088:250033432,N542xPHZ51
PHZ51,PI594089:250031921,N543xPHZ51
PHZ51,PI594090:250033545,N544xPHZ51
PHZ51,PI594091:250031907,N545xPHZ51
PHZ51,PI595366:250034822,N209xPHZ51
PHZ51,PI596355:250032414,N216xPHZ51
PHZ51,PI596499:250031409,OC12xPHZ51
PHZ51,PI596500:250031637,OC13xPHZ51
PHZ51,PI596501:250031262,OC14xPHZ51
PHZ51,PI596505:250031375,OC18xPHZ51
PHZ51,PI596506:250033690,OC19xPHZ51
PHZ51,PI596627:250033155,Mp710xPHZ51
PHZ51,PI596629:250033050,Mp712xPHZ51
PHZ51,PI600729:250031458,LP1NRHTxPHZ51
PHZ51,PI600755:250034718,LP1CMSHTxPHZ51
PHZ51,PI600772:250034966,FR19xPHZ51
PHZ51,PI600954:250033455,LH119xPHZ51
PHZ51,PI600957:250032450,LH74xPHZ51
PHZ51,PI600958:250031412,FAPWxPHZ51
PHZ51,PI601004:250033532,LH132xPHZ51
PHZ51,PI601007:250032260,BO9xPHZ51
PHZ51,PI601009:250040770,B47xPHZ51
PHZ51,PI601026:250032197,F42xPHZ51
PHZ51,PI601037:250031660,G80xPHZ51
PHZ51,PI601080:250033851,CR1HTxPHZ51
PHZ51,PI601150:250032418,PHG71xPHZ51
PHZ51,PI601159:250031264,6103xPHZ51
PHZ51,PI601171:250033705,LH93xPHZ51
PHZ51,PI601172:250035080,HBA1xPHZ51
PHZ51,PI601190:250032427,Q381xPHZ51
PHZ51,PI601191:250031638,DJ7xPHZ51
PHZ51,PI601211:250033651,78010xPHZ51
PHZ51,PI601300:250031885,4676AxPHZ51
PHZ51,PI601362:250031285,PHW17xPHZ51
PHZ51,PI601374:250032400,764xPHZ51
PHZ51,PI601375:250031906,778xPHZ51
PHZ51,PI601377:250033866,794xPHZ51
PHZ51,PI601378:250031566,LP5xPHZ51
PHZ51,PI601402:250031318,LH146HtxPHZ51
PHZ51,PI601417:250031507,NS701xPHZ51
PHZ51,PI601439:250031195,FBHJxPHZ51
PHZ51,PI601441:250031013,PB80xPHZ51
PHZ51,PI601442:250034937,PHG86xPHZ51
PHZ51,PI601468:250034700,PHK29xPHZ51
PHZ51,PI601491:250033546,790xPHZ51
PHZ51,PI601492:250032460,793xPHZ51
PHZ51,PI601493:250035129,LH149xPHZ51
PHZ51,PI601498:250033853,PHT55xPHZ51
PHZ51,PI601559:250031915,2369xPHZ51
PHZ51,PI601563:250033533,87916WxPHZ51
PHZ51,PI601564:250032383,HB8229xPHZ51
PHZ51,PI601565:250031391,IBB14xPHZ51
PHZ51,PI601572:250033785,PHR47xPHZ51
PHZ51,PI601573:250040800,PHT10xPHZ51
PHZ51,PI601575:250035073,PHW52xPHZ51
PHZ51,PI601583:250031392,NS501xPHZ51
PHZ51,PI601584:250032547,OQ603xPHZ51
PHZ51,PI601610:250031302,H8431xPHZ51
PHZ51,PI601612:250031380,S8326xPHZ51
PHZ51,PI601683:250034690,CR14xPHZ51
PHZ51,PI601745:250031639,4N506xPHZ51
PHZ51,PI601775:250033835,PHJ70xPHZ51
PHZ51,PI601777:250031875,PHK35xPHZ51
PHZ51,PI601778:250034821,PHM10xPHZ51
PHZ51,PI601780:250031918,PHN29xPHZ51
PHZ51,PI601784:250031952,PHP55xPHZ51
PHZ51,PI601789:250033443,PHV37xPHZ51
PHZ51,PI601790:250031894,PHW03xPHZ51
PHZ51,PI601808:250031936,2FACCxPHZ51
PHZ51,PI604606:250031904,N527xPHZ51
PHZ51,PI606330:250035081,DE2xPHZ51
PHZ51,PI606768:250035084,SD40xPHZ51
PHZ51,PI607382:250035011,B111xPHZ51
PHZ51,PI607525:250035196,A665xPHZ51
PHZ51,PI607527:250032264,ND300xPHZ51
PHZ51,PI631444:250031043,T270xPHZ51
PHZ51,PI633727:250031768,Tx202xPHZ51
PHZ51,PI634213:250031575,B119xPHZ51
PHZ51,PI634215:250031636,B121xPHZ51
PHZ51,PI638549:250033574,N551xPHZ51
PHZ51,PI638550:250032446,N552xPHZ51
PHZ51,PI638551:250031150,DE3xPHZ51
PHZ51,PI641229:250031189,Hi47xPHZ51
PHZ51,PI641254:250032068,TZEEI4xPHZ51
PHZ51,PI644101:250031192,LH1xPHZ51
PHZ51,PI648423:250033433,58611InbredA632xPHZ51
PHZ51,PI648424:250033551,58609A632(Meth)Bc5S4xPHZ51
PHZ51,PI648425:250031948,58610A632(Meth)Bc5S4xPHZ51
PHZ51,PI648426:250031668,58612InbredB73xPHZ51
PHZ51,PI648427:250031390,58613B73(Meth)Bc5S4xPHZ51
PHZ51,PI648429:250033862,58615B73(Meth)Bc5S4xPHZ51
PHZ51,Ames15929:250033856,H49xPHZ51
PHZ51,NSL8585:250034723,P39xPHZ51
PHZ51,Ames24712:250041424,Ms71xPHZ51
PHZ51,NSL30058:250033846,W64AxPHZ51
PHZ51,NSL30059:250033570,W153RxPHZ51
PHZ51,PI587151:250031935,Va102xPHZ51
PHZ51,,LPOh43RP1TDxPHZ51
PHZ51,,MR10(CristalinoNorteno)S6xPHZ51
